0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,32
23,32
24,32
25,32
26,32
27,32
28,32
29,32
30,32
31,32
32,32
33,32
34,32
35,32
36,32
37,32
38,32
39,32
40,32
41,32
42,32
43,32
44,32
45,63
46,63
47,63
48,63
49,63
50,63
51,63
52,63
53,63
54,63
55,63
56,63
57,63
58,63
59,63
60,63
61,63
62,63
63,63
64,63
65,63
66,63
67,63
68,80
69,80
70,80
71,80
72,80
73,80
74,80
75,80
76,80
77,80
78,80
79,80
80,80
81,80
82,80
83,80
84,80
85,80
86,80
87,80
88,80
89,80
90,80
91,107
92,107
93,107
94,107
95,107
96,107
97,107
98,107
99,107
100,107
101,107
102,107
103,107
104,107
105,107
106,107
107,107
108,107
109,107
110,107
111,107
112,107
113,107
114,165
115,165
116,165
117,165
118,165
119,165
120,165
121,165
122,165
123,165
124,165
125,165
126,165
127,165
128,165
129,165
130,165
131,165
132,165
133,165
134,165
135,165
136,165
137,196
138,196
139,196
140,196
141,196
142,196
143,196
144,196
145,196
146,196
147,196
148,196
149,196
150,196
151,196
152,196
153,196
154,196
155,196
156,196
157,196
158,196
159,196
160,227
161,227
162,227
163,227
164,227
165,227
166,227
167,227
168,227
169,227
170,227
171,227
172,227
173,227
174,227
175,227
176,227
177,227
178,227
179,227
180,227
181,227
182,227
183,227
184,227
185,227
186,227
187,227
188,227
189,227
190,227
191,227
192,227
193,227
194,227
195,227
196,227
197,227
198,227
199,227
200,227
201,227
202,227
203,227
204,227
205,227
206,244
207,244
208,244
209,244
210,244
211,244
212,244
213,244
214,244
215,244
216,244
217,244
218,244
219,244
220,244
221,244
222,244
223,244
224,244
225,244
226,244
227,244
228,244
229,329
230,329
231,329
232,329
233,329
234,329
235,329
236,329
237,329
238,329
239,329
240,329
241,329
242,329
243,329
244,329
245,329
246,329
247,329
248,329
249,329
250,329
251,329
252,360
253,360
254,360
255,360
256,360
257,360
258,360
259,360
260,360
261,360
262,360
263,360
264,360
265,360
266,360
267,360
268,360
269,360
270,360
271,360
272,360
273,360
274,360
275,360
276,360
277,360
278,360
279,360
280,360
281,360
282,360
283,360
284,360
285,360
286,360
287,360
288,360
289,360
290,360
291,360
292,360
293,360
294,360
295,360
296,360
297,360
298,360
299,360
300,360
301,360
302,360
303,360
304,360
305,360
306,360
307,360
308,360
309,360
310,360
311,360
312,360
313,360
314,360
315,360
316,360
317,360
318,360
319,360
320,360
321,462
322,462
323,462
324,462
325,462
326,462
327,462
328,462
329,462
330,462
331,462
332,462
333,462
334,462
335,462
336,462
337,462
338,462
339,462
340,462
341,462
342,462
343,462
344,493
345,493
346,493
347,493
348,493
349,493
350,493
351,493
352,493
353,493
354,493
355,493
356,493
357,493
358,493
359,493
360,493
361,493
362,493
363,493
364,493
365,493
366,493
367,524
368,524
369,524
370,524
371,524
372,524
373,524
374,524
375,524
376,524
377,524
378,524
379,524
380,524
381,524
382,524
383,524
384,524
385,524
386,524
387,524
388,524
389,524
390,524
391,524
392,524
393,524
394,524
395,524
396,524
397,524
398,524
399,524
400,524
401,524
402,524
403,524
404,524
405,524
406,524
407,524
408,524
409,524
410,524
411,524
412,524
413,524
414,524
415,524
416,524
417,524
418,524
419,524
420,524
421,524
422,524
423,524
424,524
425,524
426,524
427,524
428,524
429,524
430,524
431,524
432,524
433,524
434,524
435,524
436,626
437,626
438,626
439,626
440,626
441,626
442,626
443,626
444,626
445,626
446,626
447,626
448,626
449,626
450,626
451,626
452,626
453,626
454,626
455,626
456,626
457,626
458,626
459,657
460,657
461,657
462,657
463,657
464,657
465,657
466,657
467,657
468,657
469,657
470,657
471,657
472,657
473,657
474,657
475,657
476,657
477,657
478,657
479,657
480,657
481,657
482,657
483,657
484,657
485,657
486,657
487,657
488,657
489,657
490,657
491,657
492,657
493,657
494,657
495,657
496,657
497,657
498,657
499,657
500,657
501,657
502,657
503,657
504,657
505,657
506,657
507,657
508,657
509,657
510,657
511,657
512,657
513,657
514,657
515,657
516,657
517,657
518,657
519,657
520,657
521,657
522,657
523,657
524,657
525,657
526,657
527,657
528,755
529,755
530,755
531,755
532,755
533,755
